id,dataset,domain,structure,query,answer,evidence_graphml,evidence_text,source_file
CM_star_2hop_000011,CM,medicine,star_2hop,如果患者出现口腔黏膜炎并接受两咪替丁氧气雾化吸入，同时又有出血症状并使用活血通络汤，那么更可能是什么疾病？,骨肉瘤,batch_000/star_2hop_00011.graphml,batch_000/star_2hop_00011.txt,output_queries_part_1.csv
CM_star_2hop_000012,CM,medicine,star_2hop,如果一个患者有皮损并且体积中等偏大，同时表现出贫血貌但肝脾肋下未触及，通常考虑的疾病是什么？,寻常型银屑病,batch_000/star_2hop_00012.graphml,batch_000/star_2hop_00012.txt,output_queries_part_1.csv
CM_star_2hop_000013,CM,medicine,star_2hop,如果一个患者出现肌痉挛并接受气泡浴配合功能训练，同时还伴有神经性听力损失并接受低压氧舱治疗，这种情况更符合哪种疾病？,椎动脉型颈椎病,batch_000/star_2hop_00013.graphml,batch_000/star_2hop_00013.txt,output_queries_part_1.csv
CM_star_2hop_000014,CM,medicine,star_2hop,如果患者出现肠道菌群失调、便秘、体重下降，并且使用了芪茶益肠胶囊，应该考虑哪种疾病？,急性重症胰腺炎,batch_000/star_2hop_00014.graphml,batch_000/star_2hop_00014.txt,output_queries_part_1.csv
CM_star_2hop_000015,CM,medicine,star_2hop,在出现颅神经损伤、对侧瘤体切除、脑脊液改变和血细菌培养阳性这些情况时，通常会考虑哪种疾病？,结核性脑膜炎,batch_000/star_2hop_00015.graphml,batch_000/star_2hop_00015.txt,output_queries_part_1.csv
CM_star_2hop_000016,CM,medicine,star_2hop,如果一个患者出现感觉异常和消瘦，并且在治疗中使用黄芪桂枝五物汤和耳穴贴压结合捏脊，这通常与哪种疾病相关？,脊柱结核,batch_000/star_2hop_00016.graphml,batch_000/star_2hop_00016.txt,output_queries_part_1.csv
CM_star_2hop_000017,CM,medicine,star_2hop,如果一个患者甲状腺自身抗体阳性，并且持续处于过量碘摄入状态，同时还出现眼部不适和用眼时感觉到眼部不舒服，这通常可能与哪种疾病有关？,甲状腺疾病,batch_000/star_2hop_00017.graphml,batch_000/star_2hop_00017.txt,output_queries_part_1.csv
CM_star_2hop_000018,CM,medicine,star_2hop,如果一个患者出现了食欲缺乏、腹痛，并且伴有免疫功能低下以及IgM、CD+8明显升高，这种情况更符合哪种疾病？,胃肠道肿瘤,batch_000/star_2hop_00018.graphml,batch_000/star_2hop_00018.txt,output_queries_part_1.csv
CM_star_2hop_000019,CM,medicine,star_2hop,如果一个患者出现黄疸、大便呈白陶土色，同时伴有氮质血症，并且需要进行限量优质蛋白饮食，该患者可能是什么疾病？,急性肾功能衰竭,batch_000/star_2hop_00019.graphml,batch_000/star_2hop_00019.txt,output_queries_part_1.csv
CM_star_2hop_000020,CM,medicine,star_2hop,如果患者出现牙齿脱落，并且经历过颌面部创伤，同时还伴有负性情绪和抑郁绝望，这种情况通常更符合哪种疾病？,慢性牙周炎,batch_000/star_2hop_00020.graphml,batch_000/star_2hop_00020.txt,output_queries_part_1.csv
